iter	Passed	Remaining
176	1472	6845
177	1479	6833
178	1487	6821
179	1496	6816
180	1504	6807
181	1512	6795
182	1519	6784
183	1527	6772
184	1534	6761
185	1542	6749
186	1550	6738
187	1558	6732
188	1567	6724
189	1574	6714
190	1584	6709
191	1593	6704
192	1601	6698
193	1609	6687
194	1617	6676
195	1624	6663
196	1632	6652
197	1639	6640
198	1646	6629
199	1654	6619
200	1662	6609
201	1670	6600
202	1678	6589
203	1687	6583
204	1694	6572
205	1702	6561
206	1709	6550
207	1717	6538
208	1724	6528
209	1732	6518
210	1741	6512
211	1749	6501
212	1756	6491
213	1764	6481
214	1772	6470
215	1779	6460
216	1789	6456
217	1797	6447
218	1806	6443
219	1814	6432
220	1821	6421
221	1829	6411
222	1837	6400
223	1844	6391
224	1853	6383
225	1861	6373
226	1868	6363
227	1876	6352
228	1883	6342
229	1891	6332
230	1899	6321
231	1907	6313
232	1914	6303
233	1922	6292
234	1929	6281
235	1937	6272
236	1945	6261
237	1952	6252
238	1960	6241
239	1967	6230
240	1976	6223
241	1984	6214
242	1994	6211
243	2001	6202
244	2009	6191
245	2017	6182
246	2024	6171
247	2031	6160
248	2039	6151
249	2047	6142
250	2055	6133
251	2062	6122
252	2070	6112
253	2077	6102
254	2085	6092
255	2093	6084
256	2101	6074
257	2108	6063
258	2115	6053
259	2123	6043
260	2130	6033
261	2137	6022
262	2145	6011
263	2152	6001
264	2160	5991
265	2167	5981
266	2175	5973
267	2183	5963
268	2192	5957
269	2199	5947
270	2208	5939
271	2217	5935
272	2225	5926
273	2233	5917
274	2241	5908
275	2249	5901
276	2257	5891
277	2264	5882
278	2273	5874
279	2280	5865
280	2288	5856
281	2296	5847
282	2304	5837
283	2312	5829
284	2319	5820
285	2327	5811
286	2335	5802
287	2342	5792
288	2350	5781
289	2357	5772
290	2364	5762
291	2372	5752
292	2380	5743
293	2387	5733
294	2396	5728
295	2405	5720
296	2412	5711
297	2420	5701
298	2427	5691
299	2435	5681
300	2443	5674
301	2451	5665
302	2458	5655
303	2466	5647
304	2474	5638
305	2481	5628
306	2489	5620
307	2497	5611
308	2504	5600
309	2512	5591
310	2519	5582
311	2527	5573
312	2535	5566
313	2544	5558
314	2552	5550
315	2559	5540
316	2566	5530
317	2574	5521
318	2582	5512
319	2589	5503
320	2598	5497
321	2607	5489
322	2614	5479
323	2621	5470
324	2629	5461
325	2636	5451
326	2644	5441
327	2651	5432
328	2659	5424
329	2667	5415
330	2675	5407
331	2682	5398
332	2690	5388
333	2698	5380
334	2707	5374
335	2715	5365
336	2722	5356
337	2730	5348
338	2738	5339
339	2746	5331
340	2754	5322
341	2761	5313
342	2769	5304
343	2777	5296
344	2785	5287
345	2793	5279
346	2803	5275
347	2811	5267
348	2819	5258
349	2827	5250
350	2834	5241
351	2841	5231
352	2849	5223
353	2857	5213
354	2864	5204
355	2872	5196
356	2879	5186
357	2887	5178
358	2895	5170
359	2903	5161
360	2910	5151
361	2917	5142
362	2925	5133
363	2933	5124
364	2940	5115
365	2949	5109
366	2957	5100
367	2965	5092
368	2973	5084
369	2980	5075
370	2988	5067
371	2996	5059
372	3005	5052
373	3014	5046
374	3022	5038
375	3031	5030
376	3038	5021
377	3046	5012
378	3054	5004
379	3061	4995
380	3069	4986
381	3076	4977
382	3084	4968
383	3091	4959
384	3099	4950
385	3106	4941
386	3113	4932
387	3121	4924
388	3129	4914
389	3136	4906
390	3144	4897
391	3151	4888
392	3159	4880
393	3170	4875
394	3177	4867
395	3185	4858
396	3194	4851
397	3202	4844
398	3211	4837
399	3220	4830
400	3227	4821
401	3234	4812
402	3242	4803
403	3251	4796
404	3259	4788
405	3267	4780
406	3275	4771
407	3282	4762
408	3289	4753
409	3297	4744
410	3304	4736
411	3312	4727
412	3320	4719
413	3328	4710
414	3335	4702
415	3342	4692
416	3350	4683
417	3358	4675
418	3365	4666
419	3373	4658
420	3381	4649
421	3388	4641
422	3396	4633
423	3404	4624
424	3413	4618
425	3421	4610
426	3429	4602
427	3437	4593
428	3444	4584
429	3451	4575
430	3459	4566
431	3466	4557
432	3473	4549
433	3481	4540
434	3489	4531
435	3496	4523
436	3504	4515
437	3512	4506
438	3519	4498
439	3527	4489
440	3534	4480
441	3542	4471
442	3549	4463
443	3557	4455
444	3565	4446
445	3572	4437
446	3579	4428
447	3586	4419
448	3594	4410
449	3602	4402
450	3609	4394
451	3617	4386
452	3625	4378
453	3632	4369
454	3640	4360
455	3648	4352
456	3655	4343
457	3663	4335
458	3671	4327
459	3678	4318
460	3686	4310
461	3694	4302
462	3702	4293
463	3709	4285
464	3717	4276
465	3725	4268
466	3732	4260
467	3740	4251
468	3747	4243
469	3755	4235
470	3763	4226
471	3770	4218
472	3778	4209
473	3785	4201
474	3794	4193
475	3802	4185
476	3810	4177
477	3819	4170
478	3827	4162
479	3834	4154
480	3842	4146
481	3850	4138
482	3858	4130
483	3866	4122
484	3874	4114
485	3882	4106
486	3890	4098
487	3901	4092
488	3909	4084
489	3917	4076
490	3924	4068
491	3932	4060
492	3940	4052
493	3948	4044
494	3955	4035
495	3963	4027
496	3971	4019
497	3979	4011
498	3987	4003
499	3995	3995
500	4003	3987
501	4011	3979
502	4021	3973
503	4029	3965
504	4036	3956
505	4045	3949
506	4053	3941
507	4060	3932
508	4068	3924
509	4076	3916
510	4084	3908
511	4091	3900
512	4099	3891
513	4107	3883
514	4115	3875
515	4123	3867
516	4130	3859
517	4138	3851
518	4146	3842
519	4154	3834
520	4162	3826
521	4169	3818
522	4177	3809
523	4184	3801
524	4192	3793
525	4200	3785
526	4208	3777
527	4215	3768
528	4225	3762
529	4235	3756
530	4244	3749
531	4253	3741
532	4261	3733
533	4270	3726
534	4278	3718
535	4285	3710
536	4294	3702
537	4302	3694
538	4309	3685
539	4316	3677
540	4324	3668
541	4331	3660
542	4339	3652
543	4347	3644
544	4354	3635
545	4362	3627
546	4369	3618
547	4377	3610
548	4384	3602
549	4392	3593
550	4399	3585
551	4407	3576
552	4414	3568
553	4422	3560
554	4430	3552
555	4439	3544
556	4449	3538
557	4456	3530
558	4463	3521
559	4471	3513
560	4479	3505
561	4487	3497
562	4495	3489
563	4502	3480
564	4510	3472
565	4518	3464
566	4525	3456
567	4533	3447
568	4541	3439
569	4548	3431
570	4555	3422
571	4562	3414
572	4570	3405
573	4577	3397
574	4585	3389
575	4593	3381
576	4600	3372
577	4608	3364
578	4615	3356
579	4626	3350
580	4638	3345
581	4646	3337
582	4654	3329
583	4662	3321
584	4670	3313
585	4678	3305
586	4688	3298
587	4696	3290
588	4703	3282
589	4711	3273
590	4718	3265
591	4726	3257
592	4734	3249
593	4741	3241
594	4749	3232
595	4757	3225
596	4765	3216
597	4773	3208
598	4780	3200
599	4788	3192
600	4796	3184
601	4804	3176
602	4811	3167
603	4819	3159
604	4829	3152
605	4837	3145
606	4845	3137
607	4853	3129
608	4861	3121
609	4868	3112
610	4876	3104
611	4884	3096
612	4893	3089
613	4900	3081
614	4908	3072
615	4916	3064
616	4924	3056
617	4932	3048
618	4939	3040
619	4947	3032
620	4954	3024
621	4962	3015
622	4970	3007
623	4978	2999
624	4986	2991
625	4993	2983
626	5002	2976
627	5012	2968
628	5020	2961
629	5028	2953
630	5035	2944
631	5043	2936
632	5051	2928
633	5059	2920
634	5067	2912
635	5075	2904
636	5083	2896
637	5091	2888
638	5099	2880
639	5106	2872
640	5114	2864
641	5121	2855
642	5129	2848
643	5137	2839
644	5145	2831
645	5152	2823
646	5160	2815
647	5168	2807
648	5175	2799
649	5183	2790
650	5190	2782
651	5198	2774
652	5208	2767
653	5216	2759
654	5224	2751
655	5232	2743
656	5240	2735
657	5247	2727
658	5255	2719
659	5263	2711
660	5271	2703
661	5278	2695
662	5286	2686
663	5294	2679
664	5301	2670
665	5308	2662
666	5316	2654
667	5323	2645
668	5331	2637
669	5338	2629
670	5346	2621
671	5353	2613
672	5361	2604
673	5368	2596
674	5377	2588
675	5384	2580
676	5391	2572
677	5398	2563
678	5407	2556
679	5415	2548
680	5422	2540
681	5430	2532
682	5438	2524
683	5446	2516
684	5455	2508
685	5463	2500
686	5471	2492
687	5478	2484
688	5486	2476
689	5493	2468
690	5501	2460
691	5508	2451
692	5516	2443
693	5523	2435
694	5531	2427
695	5539	2419
696	5547	2411
697	5554	2403
698	5561	2395
699	5569	2386
700	5576	2378
701	5584	2370
702	5592	2362
703	5600	2354
704	5609	2347
705	5621	2340
706	5628	2332
707	5636	2324
708	5644	2316
709	5652	2308
710	5660	2300
711	5667	2292
712	5675	2284
713	5683	2276
714	5690	2268
715	5698	2260
716	5706	2252
717	5714	2244
718	5722	2236
719	5729	2228
720	5737	2220
721	5745	2212
722	5753	2204
723	5761	2196
724	5768	2188
725	5776	2180
726	5784	2172
727	5792	2164
728	5799	2156
729	5809	2148
730	5818	2141
731	5826	2133
732	5835	2125
733	5842	2117
734	5851	2109
735	5859	2101
736	5866	2093
737	5876	2086
738	5884	2078
739	5892	2070
740	5900	2062
741	5907	2054
742	5915	2046
743	5922	2038
744	5930	2029
745	5937	2021
746	5945	2013
747	5953	2005
748	5960	1997
749	5968	1989
750	5976	1981
751	5983	1973
752	5991	1965
753	5999	1957
754	6008	1949
755	6017	1942
756	6025	1934
757	6032	1926
758	6040	1918
759	6047	1909
760	6055	1901
761	6062	1893
762	6069	1885
763	6077	1877
764	6085	1869
765	6092	1861
766	6100	1853
767	6108	1845
768	6118	1837
769	6126	1829
770	6134	1822
771	6141	1813
772	6149	1805
773	6156	1797
774	6163	1789
775	6171	1781
776	6178	1773
777	6185	1765
778	6193	1757
779	6200	1748
780	6208	1741
781	6216	1732
782	6224	1725
783	6232	1717
784	6239	1709
785	6247	1701
786	6254	1692
787	6262	1684
788	6270	1676
789	6277	1668
790	6285	1660
791	6293	1652
792	6300	1644
793	6308	1636
794	6316	1628
795	6324	1620
796	6331	1612
797	6339	1604
798	6346	1596
799	6353	1588
800	6362	1580
801	6370	1572
802	6378	1564
803	6386	1556
804	6393	1548
805	6401	1540
806	6411	1533
807	6419	1525
808	6427	1517
809	6434	1509
810	6442	1501
811	6450	1493
812	6457	1485
813	6466	1477
814	6473	1469
815	6481	1461
816	6488	1453
817	6495	1445
818	6503	1437
819	6511	1429
820	6518	1421
821	6526	1413
822	6533	1405
823	6540	1396
824	6547	1388
825	6555	1380
826	6562	1372
827	6569	1364
828	6577	1356
829	6584	1348
830	6592	1340
831	6599	1332
832	6610	1325
833	6620	1317
834	6627	1309
835	6635	1301
836	6642	1293
837	6650	1285
838	6658	1277
839	6665	1269
840	6673	1261
841	6680	1253
842	6688	1245
843	6696	1237
844	6704	1229
845	6711	1221
846	6719	1213
847	6726	1205
848	6733	1197
849	6741	1189
850	6748	1181
851	6756	1173
852	6763	1165
853	6771	1157
854	6778	1149
855	6785	1141
856	6793	1133
857	6801	1125
858	6809	1117
859	6817	1109
860	6825	1101
861	6832	1093
862	6839	1085
863	6847	1077
864	6855	1069
865	6862	1061
866	6870	1053
867	6878	1045
868	6885	1038
869	6893	1030
870	6900	1022
871	6908	1014
872	6916	1006
873	6923	998
874	6931	990
875	6939	982
876	6947	974
877	6954	966
878	6962	958
879	6970	950
880	6977	942
881	6985	934
882	6992	926
883	6999	918
884	7007	910
885	7015	902
886	7023	894
887	7031	886
888	7038	878
889	7046	870
890	7053	862
891	7061	854
892	7068	846
893	7076	839
894	7084	831
895	7092	823
896	7099	815
897	7107	807
898	7114	799
899	7121	791
900	7129	783
901	7136	775
902	7143	767
903	7151	759
904	7159	751
905	7166	743
906	7173	735
907	7180	727
908	7187	719
909	7195	711
910	7203	703
911	7212	695
912	7220	688
913	7228	680
914	7235	672
915	7243	664
916	7250	656
917	7258	648
918	7266	640
919	7273	632
920	7281	624
921	7288	616
922	7296	608
923	7303	600
924	7311	592
925	7319	584
926	7336	577
927	7349	570
928	7357	562
929	7364	554
930	7372	546
931	7379	538
932	7386	530
933	7394	522
934	7402	514
935	7410	506
936	7418	498
937	7427	490
938	7435	483
939	7443	475
940	7450	467
941	7457	459
942	7465	451
943	7472	443
944	7479	435
945	7487	427
946	7494	419
947	7502	411
948	7509	403
949	7516	395
950	7523	387
951	7530	379
952	7538	371
953	7545	363
954	7553	355
955	7561	347
956	7568	340
957	7575	332
958	7583	324
959	7591	316
960	7598	308
961	7605	300
962	7615	292
963	7623	284
964	7630	276
965	7638	268
966	7645	260
967	7652	252
968	7662	245
969	7669	237
970	7677	229
971	7685	221
972	7692	213
973	7700	205
974	7707	197
975	7715	189
976	7722	181
977	7730	173
978	7738	165
979	7746	158
980	7753	150
981	7760	142
982	7768	134
983	7775	126
984	7783	118
985	7790	110
986	7798	102
987	7805	94
988	7814	86
989	7823	79
990	7832	71
991	7839	63
992	7847	55
993	7855	47
994	7863	39
995	7871	31
996	7879	23
997	7886	15
998	7894	7
999	7902	0
