iter	Logloss
248	0.3634112204
249	0.3633535151
250	0.3631692709
251	0.3630857122
252	0.3629739879
253	0.3627914645
254	0.3626043985
255	0.3624583821
256	0.3622551814
257	0.3621131231
258	0.362054465
259	0.3617928083
260	0.3617346488
261	0.3616250537
262	0.3615302307
263	0.361469036
264	0.3613435321
265	0.3612381129
266	0.3611869489
267	0.3610221556
268	0.3609358279
269	0.3606753833
270	0.3604717043
271	0.3603680432
272	0.3602780982
273	0.3602242218
274	0.3601717673
275	0.3601419367
276	0.3601168079
277	0.3598775834
278	0.3598083612
279	0.3597283781
280	0.3596817694
281	0.3594887892
282	0.3593507236
283	0.3593137845
284	0.3591896946
285	0.3590412867
286	0.3589858244
287	0.3588311889
288	0.3586622914
289	0.3586342593
290	0.3585106996
291	0.3583912449
292	0.3581970292
293	0.3580540599
294	0.357949666
295	0.3578753744
296	0.3578310103
297	0.357663614
298	0.3575900038
299	0.3574891487
300	0.3573133838
301	0.3572429902
302	0.3571173529
303	0.3570682799
304	0.3570386043
305	0.3568442341
306	0.3566618684
307	0.3565075985
308	0.356468717
309	0.3563550148
310	0.356291128
311	0.3561435078
312	0.3560533375
313	0.3559310523
314	0.3558801354
315	0.3557204169
316	0.3555470804
317	0.3554216535
318	0.355356859
319	0.3552415532
320	0.3550433902
321	0.3549569279
322	0.3548524199
323	0.3548024579
324	0.3546374862
325	0.3546083558
326	0.3544487954
327	0.3544159373
328	0.3543098217
329	0.3541223377
330	0.3540183666
331	0.3539004826
332	0.3538796298
333	0.3537316845
334	0.3535947962
335	0.3535302737
336	0.3533888192
337	0.3532445564
338	0.3530253744
339	0.3529640772
340	0.3528035264
341	0.3526806392
342	0.3525408322
343	0.3523725739
344	0.3522258942
345	0.3520978438
346	0.35194515
347	0.3518609257
348	0.3516748366
349	0.3515533493
350	0.3514393257
351	0.3513022317
352	0.3512764228
353	0.3512117829
354	0.3511915716
355	0.3510671159
356	0.3510349701
357	0.3510039
358	0.3509706347
359	0.3508477195
360	0.3507972673
361	0.3506722708
362	0.3503521603
363	0.3502525477
364	0.3501974905
365	0.3500600151
366	0.3500094789
367	0.3498731754
368	0.3497383248
369	0.349633409
370	0.3495892664
371	0.3494218523
372	0.3492434761
373	0.3491251513
374	0.349011395
375	0.3489332638
376	0.3487352404
377	0.348599126
378	0.3484506363
379	0.3483187671
380	0.3481395157
381	0.348020449
382	0.347951353
383	0.3479110902
384	0.3478267643
385	0.3476953746
386	0.3476712054
387	0.3476341178
388	0.3475727715
389	0.3474856919
390	0.3473699535
391	0.3472773598
392	0.3471507662
393	0.3470270306
394	0.3468583884
395	0.3467710863
396	0.3467570965
397	0.3466825916
398	0.3465945244
399	0.346455955
400	0.3463583385
401	0.3462594891
402	0.3462114428
403	0.3461576747
404	0.3460375774
405	0.3458371793
406	0.3457955876
407	0.3457314293
408	0.345632815
409	0.3455109634
410	0.3454857313
411	0.3454496701
412	0.3453746106
413	0.3452924012
414	0.3452725151
415	0.3451741015
416	0.3450874267
417	0.3449249363
418	0.3448461215
419	0.3447503865
420	0.3445593255
421	0.3444418096
422	0.3443314715
423	0.3442025082
424	0.3441316885
425	0.3441105192
426	0.343993634
427	0.3438755314
428	0.3437336593
429	0.3437083093
430	0.3436128733
431	0.3434230202
432	0.3433519898
433	0.3432704836
434	0.3431837665
435	0.3430965654
436	0.3430417111
437	0.3429002638
438	0.3428674308
439	0.342811749
440	0.3427031661
441	0.3425124974
442	0.3424450095
443	0.3423621057
444	0.3422542208
445	0.3421869931
446	0.342087131
447	0.3420376096
448	0.3420011433
449	0.3419200711
450	0.3418468948
451	0.34182485
452	0.3416618326
453	0.3416160713
454	0.3415686104
455	0.3413673722
456	0.3413062631
457	0.3412396401
458	0.3410597106
459	0.3409017879
460	0.3408619764
461	0.34076748
462	0.3406610448
463	0.340582827
464	0.340455775
465	0.3403015131
466	0.3402288229
467	0.3401027153
468	0.3398357908
469	0.3396981445
470	0.3395854982
471	0.3395219466
472	0.3393769969
473	0.339236779
474	0.3391268728
475	0.3390269782
476	0.3389709573
477	0.3389302269
478	0.3388199494
479	0.3387610057
480	0.3387320158
481	0.338714057
482	0.3385630861
483	0.3384451355
484	0.3383424643
485	0.3381741537
486	0.3381182555
487	0.3380975039
488	0.3380313558
489	0.3379606934
490	0.3378290639
491	0.3376830695
492	0.337648252
493	0.3376257671
494	0.3375940346
495	0.3375486664
496	0.3373980937
497	0.3373645103
498	0.3373407038
499	0.3373241091
500	0.3372016104
501	0.3371500859
502	0.3370644707
503	0.3369823362
504	0.336894586
505	0.3367903137
506	0.3367711406
507	0.3367052553
508	0.3366497267
509	0.3365127855
510	0.3364553037
511	0.3364383695
512	0.3363625547
513	0.3362883467
514	0.3361841454
515	0.3360187537
516	0.335939394
517	0.3357744008
518	0.3356067526
519	0.3355411395
520	0.3354961927
521	0.3353878581
522	0.3353655985
523	0.3352095684
524	0.3350864568
525	0.3350260999
526	0.3349235157
527	0.3348101865
528	0.3346986388
529	0.3345407175
530	0.3344002864
531	0.33433153
532	0.3342337505
533	0.3341349212
534	0.334114536
535	0.3340935668
536	0.3340007046
537	0.333928417
538	0.333825051
539	0.3337276557
540	0.3336069355
541	0.333499656
542	0.3333732658
543	0.3333027701
544	0.3332094376
545	0.3330623038
546	0.3329643302
547	0.3328454296
548	0.3326874652
549	0.3326574895
550	0.3326007902
551	0.3325080237
552	0.3324037092
553	0.332345077
554	0.3323159558
555	0.3322339442
556	0.3320179799
557	0.3318806153
558	0.3318247
559	0.3316427845
560	0.3315002813
561	0.3314147539
562	0.331291883
563	0.3312015563
564	0.3311399923
565	0.3310622855
566	0.331008293
567	0.3309930048
568	0.3309447148
569	0.3308475982
570	0.3307565257
571	0.3306891821
572	0.3305689362
573	0.3305469652
574	0.3304787367
575	0.3304017042
576	0.3302674803
577	0.3301779035
578	0.3300746877
579	0.3300453693
580	0.3299750273
581	0.3298444384
582	0.3297420728
583	0.3296338715
584	0.3295024043
585	0.3293679094
586	0.3292740913
587	0.3292242448
588	0.3291963448
589	0.3291259208
590	0.3289907548
591	0.3288503098
592	0.328784523
593	0.3286789545
594	0.3286009891
595	0.3285153026
596	0.3284106357
597	0.3283072234
598	0.328170901
599	0.3281373447
600	0.3280502515
601	0.3280345453
602	0.3279279246
603	0.3277674485
604	0.3277263311
605	0.3277118165
606	0.3276393815
607	0.3275399004
608	0.3274433903
609	0.3272596217
610	0.3271670667
611	0.3270910221
612	0.3270770705
613	0.3269862664
614	0.3269292114
615	0.3269021339
616	0.3268098038
617	0.3266861483
618	0.3266610115
619	0.3265713744
620	0.3265285179
621	0.3264357932
622	0.3263216739
623	0.3262359362
624	0.3261138221
625	0.3260275421
626	0.3259079506
627	0.3258716271
628	0.3257789087
629	0.325670973
630	0.3255352566
631	0.3254709218
632	0.3254024161
633	0.3253183104
634	0.3251992471
635	0.3250511835
636	0.324959604
637	0.3248708734
638	0.3247555678
639	0.3246901331
640	0.3246336231
641	0.3245024883
642	0.3244194136
643	0.3243438023
644	0.324278566
645	0.3242042233
646	0.3241332786
647	0.3240719379
648	0.3239991017
649	0.3239425572
650	0.3238663064
651	0.3237266927
652	0.323674255
653	0.3235350023
654	0.3234643199
655	0.3234057925
656	0.3233486242
657	0.3232901216
658	0.3231580378
659	0.323050053
660	0.3229873573
661	0.3228894454
662	0.3228187685
663	0.3228053148
664	0.3227256887
665	0.3226367227
666	0.3225593497
667	0.3224080394
668	0.3222924164
669	0.3222635155
670	0.3222298397
671	0.3221108929
672	0.3220421189
673	0.3220073417
674	0.3219278615
675	0.3218717719
676	0.3218077855
677	0.3215768422
678	0.3215666851
679	0.3215184821
680	0.3214866631
681	0.3214568849
682	0.3214014043
683	0.3212844474
684	0.3211832966
685	0.3211271821
686	0.3210400419
687	0.3210256141
688	0.3210132846
689	0.3209783555
690	0.3209096438
691	0.320865237
692	0.3208361192
693	0.3207859368
694	0.3207177162
695	0.3205885292
696	0.3205154483
697	0.3203970267
698	0.3203873245
699	0.3203709671
700	0.3203588576
701	0.320224857
702	0.320172786
703	0.3201205625
704	0.3200562958
705	0.3200369427
706	0.319991703
707	0.3199444558
708	0.3199079689
709	0.3198019256
710	0.3196761737
711	0.3196157625
712	0.3195396458
713	0.3194472079
714	0.3194239582
715	0.3193752367
716	0.3193475671
717	0.3192397157
718	0.3192210441
719	0.3191794044
720	0.3191422109
721	0.3189630627
722	0.3188878346
723	0.3188771863
724	0.3188652103
725	0.3188287522
726	0.3187513492
727	0.3186161774
728	0.3185704859
729	0.3184690262
730	0.3183340886
731	0.318286603
732	0.3182208371
733	0.3180981703
734	0.3180161849
735	0.3178033447
736	0.3177067143
737	0.3176402912
738	0.3175202699
739	0.3174762688
740	0.3173660035
741	0.3173207188
742	0.317201593
743	0.316978958
744	0.316873578
745	0.3168595413
746	0.3167584228
747	0.3166899357
748	0.3166010094
749	0.3164782401
750	0.3164243275
751	0.3163559484
752	0.3163412608
753	0.3163071927
754	0.3162261421
755	0.3162108441
756	0.3161154954
757	0.3159875248
758	0.3158685141
759	0.3158095161
760	0.3157219929
761	0.3156473933
762	0.3155781896
763	0.3154658976
764	0.3153779277
765	0.3152649399
766	0.3152087342
767	0.3150551332
768	0.3149595727
769	0.3148950943
770	0.314813435
771	0.3147105783
772	0.3146623275
773	0.3145054151
774	0.314383988
775	0.3143471943
776	0.3142658315
777	0.3142075913
778	0.3141379549
779	0.3140498696
780	0.3139676707
781	0.313916022
782	0.3137963349
783	0.3137503261
784	0.3136797804
785	0.3136257198
786	0.3135531749
787	0.3134951902
788	0.3134434786
789	0.3133832024
790	0.3132989241
791	0.31320847
792	0.3131177902
793	0.3130395916
794	0.3129335877
795	0.3129222789
796	0.3128817005
797	0.3127935745
798	0.3127107976
799	0.3126169943
800	0.3125866177
801	0.3124894057
802	0.3124792019
803	0.3123505027
804	0.3122905688
805	0.3122639814
806	0.3122116973
807	0.3121710375
808	0.3121290039
809	0.3120767708
810	0.3120047572
811	0.3119743864
812	0.3119502962
813	0.3119310597
814	0.3118682001
815	0.3118219665
816	0.3117121301
817	0.3116958177
818	0.3116730698
819	0.3115654
820	0.3114921434
821	0.3113129677
822	0.3112730315
823	0.3111763864
824	0.3110758586
825	0.3109915636
826	0.3109327557
827	0.310885804
828	0.310863242
829	0.3108062358
830	0.3107510234
831	0.3106546564
832	0.310478215
833	0.3104685107
834	0.3104052178
835	0.3103450709
836	0.3102491768
837	0.3102215406
838	0.3101289114
839	0.3101083107
840	0.3100704648
841	0.3100205497
842	0.3099348655
843	0.3099256809
844	0.3098728314
845	0.3098003762
846	0.3097441498
847	0.3097004127
848	0.3096794804
849	0.3096670003
850	0.3096584217
851	0.3095314363
852	0.3094935399
853	0.3094426174
854	0.3094189596
855	0.3093181454
856	0.3092303141
857	0.3092221687
858	0.3091948164
859	0.3091512196
860	0.3091101406
861	0.3090239319
862	0.3089689008
863	0.30892164
864	0.3088523258
865	0.3087804003
866	0.3086793344
867	0.3086363648
868	0.3086171281
869	0.308537058
870	0.3085139978
871	0.3084618232
872	0.3084305207
873	0.3083694962
874	0.3083063011
875	0.3082196779
876	0.3081290144
877	0.3080979489
878	0.3079664193
879	0.3078579251
880	0.3078097418
881	0.3077900183
882	0.3077631024
883	0.3076834224
884	0.3075826162
885	0.3075093793
886	0.3074677383
887	0.3073930781
888	0.3073668863
889	0.3072867152
890	0.3071990137
891	0.3070744382
892	0.3070489069
893	0.3070263299
894	0.3069587742
895	0.3068775251
896	0.3068553864
897	0.3068092895
898	0.3068014475
899	0.306733169
900	0.3067161627
901	0.3067016051
902	0.3066625652
903	0.3066163971
904	0.3064791317
905	0.3064358356
906	0.306413164
907	0.3064002278
908	0.3063594873
909	0.3063435658
910	0.30628659
911	0.3062759985
912	0.3062002598
913	0.3061570826
914	0.3061421382
915	0.3061218375
916	0.3060165124
917	0.3059556614
918	0.3059343389
919	0.3058771618
920	0.3058139006
921	0.3057508013
922	0.3057324735
923	0.3057158138
924	0.3056762413
925	0.305622639
926	0.3056164514
927	0.3055454885
928	0.3055236506
929	0.3054026827
930	0.3053314976
931	0.3052453381
932	0.3051810096
933	0.3051080395
934	0.3050686358
935	0.3050100648
936	0.30492174
937	0.3047992035
938	0.3047795291
939	0.3047262722
940	0.3047141845
941	0.3046705239
942	0.3045451409
943	0.3045088858
944	0.3044495192
945	0.3043297261
946	0.3042677455
947	0.3042609649
948	0.3042307206
949	0.3041604016
950	0.3040939551
951	0.3039709154
952	0.3039219098
953	0.3038244771
954	0.3037709664
955	0.3037647264
956	0.3036764994
957	0.3036538999
958	0.3035950577
959	0.3035142454
960	0.3034946405
961	0.30341044
962	0.30335628
963	0.3032817408
964	0.3032082091
965	0.3031366623
966	0.3031092528
967	0.303103381
968	0.3030798555
969	0.3029740508
970	0.3028740909
971	0.3028036125
972	0.3027125911
973	0.3026873324
974	0.3026427248
975	0.3025863068
976	0.3025435595
977	0.3025067887
978	0.3024635273
979	0.3024095578
980	0.3023671696
981	0.3023088008
982	0.3022971874
983	0.302178069
984	0.3021555639
985	0.3021274393
986	0.302000451
987	0.3019853071
988	0.3018864831
989	0.301843596
990	0.3017817159
991	0.3017090034
992	0.3015971998
993	0.3014768619
994	0.3014060991
995	0.3013768282
996	0.3012308401
997	0.301155067
998	0.3010591404
999	0.3010031134
